vehicle_id,now_avg_kmpl,now_avg_kmpl_inv,now_total_fuel_cost_inr,now_avg_co2_kg,future_avg_kmpl,future_avg_kmpl_inv,future_total_fuel_cost_inr,future_avg_co2_kg
VEH-08546,13.13,0.0762,617733.31,3.63,11.19,0.0894,766100.54,4.34
VEH-08547,17.58,0.0569,202996.97,2.25,16.24,0.0616,228811.28,2.51
VEH-08548,13.53,0.0739,543108.89,3.54,11.76,0.085,663467.37,3.78
VEH-08549,15.81,0.0633,388481.41,2.87,14.26,0.0701,471373.95,3.1
VEH-08550,12.99,0.077,695186.3,3.89,11.52,0.0868,787458.77,4.56
VEH-08551,16.4,0.061,231338.96,2.41,14.81,0.0675,281813.41,2.87
VEH-08552,16.61,0.0602,219832.9,2.9,15.02,0.0666,242252.15,3.44
VEH-08553,16.64,0.0601,244307.04,2.69,15.38,0.065,271862.8,3.06
VEH-08554,18.52,0.054,214587.11,2.48,16.62,0.0602,262553.54,2.67
VEH-08555,17.21,0.0581,319328.42,2.77,15.41,0.0649,345141.51,3.0
VEH-08556,14.56,0.0687,476801.51,3.01,14.06,0.0711,533673.71,3.16
VEH-08557,15.35,0.0651,453786.68,3.1,13.97,0.0716,533922.64,3.65
VEH-08558,16.97,0.0589,156878.29,2.35,16.0,0.0625,191341.74,2.6
VEH-08559,14.43,0.0693,597088.84,3.27,13.33,0.075,705196.48,3.74
VEH-08560,15.2,0.0658,519467.65,3.48,14.35,0.0697,618662.98,3.94
VEH-08561,16.49,0.0606,334865.05,3.2,15.27,0.0655,378948.5,3.41
VEH-08562,13.03,0.0767,756262.96,4.13,11.92,0.0839,934527.26,4.44
VEH-08563,16.07,0.0622,320918.39,3.11,15.36,0.0651,357885.68,3.33
VEH-08564,15.8,0.0633,504905.88,3.44,13.95,0.0717,591616.44,3.74
VEH-08565,19.85,0.0504,170668.06,2.45,19.26,0.0519,206086.69,2.89
VEH-08566,15.27,0.0655,279427.8,2.49,14.43,0.0693,335895.51,2.96
VEH-08567,13.16,0.076,710162.81,3.84,11.59,0.0863,777123.89,4.51
VEH-08568,14.2,0.0704,422242.47,2.74,12.68,0.0789,478842.32,3.18
VEH-08569,14.5,0.069,455695.64,3.18,13.95,0.0717,510850.55,3.71
VEH-08570,16.14,0.062,222711.36,2.75,14.2,0.0704,242795.8,3.01
VEH-08571,18.54,0.0539,180093.04,2.22,17.74,0.0564,215870.9,2.46
VEH-08572,18.05,0.0554,140711.54,2.61,17.08,0.0585,167528.47,3.12
VEH-08573,10.67,0.0937,1220878.48,4.67,9.26,0.108,1358553.14,4.92
VEH-08574,14.58,0.0686,543835.76,3.4,12.8,0.0781,655241.29,3.97
VEH-08575,13.55,0.0738,522035.19,3.3,12.06,0.0829,572203.45,3.64
VEH-08576,16.55,0.0604,173162.01,2.33,15.73,0.0636,216344.45,2.66
VEH-08577,16.23,0.0616,246801.83,2.8,15.72,0.0636,289287.51,3.32
VEH-08578,15.17,0.0659,332838.08,2.87,13.24,0.0755,372838.52,3.28
VEH-08579,16.87,0.0593,218282.97,2.88,15.39,0.065,250401.52,3.15
VEH-08580,11.7,0.0855,904047.82,4.22,10.16,0.0984,1078021.3,4.78
VEH-08581,15.59,0.0641,444304.39,3.19,14.97,0.0668,483716.08,3.51
VEH-08582,16.52,0.0605,204337.69,2.78,14.58,0.0686,254766.44,3.33
VEH-08583,16.66,0.06,287670.0,2.86,16.06,0.0623,332786.38,3.27
VEH-08584,12.46,0.0803,1016243.71,4.65,11.78,0.0849,1128444.7,5.12
VEH-08585,17.64,0.0567,267746.37,2.55,16.65,0.0601,323581.4,2.77
VEH-08586,17.45,0.0573,204600.5,2.46,16.44,0.0608,226408.94,2.7
VEH-08587,15.68,0.0638,299354.8,3.14,14.28,0.07,368704.17,3.37
VEH-08588,14.69,0.0681,404791.98,3.28,12.79,0.0782,439984.13,3.84
VEH-08589,18.46,0.0542,99833.57,2.32,17.51,0.0571,124585.09,2.63
VEH-08590,18.26,0.0548,214442.89,2.47,17.42,0.0574,247363.21,2.96
VEH-08591,15.84,0.0631,334012.54,2.71,14.04,0.0712,364063.99,2.87
VEH-08592,19.44,0.0514,103901.59,2.31,17.49,0.0572,128436.84,2.57
VEH-08593,16.68,0.06,324797.12,2.89,15.71,0.0637,374887.08,3.17
VEH-08594,16.42,0.0609,337299.16,3.3,15.33,0.0652,381864.28,3.48
VEH-08595,17.81,0.0561,128384.98,2.21,16.45,0.0608,155579.59,2.33
VEH-08596,12.99,0.077,726852.06,3.99,12.07,0.0829,854618.46,4.77
VEH-08597,17.28,0.0579,181370.85,2.34,16.77,0.0596,216065.37,2.77
VEH-08598,16.74,0.0597,254003.75,2.93,15.58,0.0642,282476.94,3.2
VEH-08599,18.74,0.0534,148820.04,2.27,17.96,0.0557,184387.2,2.62
VEH-08600,11.34,0.0882,733123.57,3.87,10.56,0.0947,894290.01,4.63
VEH-08601,13.63,0.0734,389084.87,3.01,11.81,0.0847,465005.65,3.43
VEH-08602,19.71,0.0507,69232.57,2.17,18.1,0.0552,83436.58,2.48
VEH-08603,17.39,0.0575,385753.77,3.26,16.75,0.0597,477438.42,3.69
VEH-08604,18.99,0.0527,110610.42,2.07,18.46,0.0542,127456.65,2.26
VEH-08605,13.97,0.0716,546953.69,3.71,12.84,0.0779,652490.05,4.05
VEH-08606,13.81,0.0724,634172.09,3.76,12.18,0.0821,776575.77,4.23
VEH-08607,15.66,0.0639,525947.01,3.57,14.06,0.0711,650470.61,4.03
VEH-08608,17.95,0.0557,245911.14,2.35,16.21,0.0617,305403.9,2.61
VEH-08609,14.93,0.067,591496.38,3.8,12.93,0.0773,704819.71,4.2
VEH-08610,15.69,0.0637,347308.2,2.81,14.24,0.0702,408833.59,3.35
VEH-08611,15.94,0.0627,282892.03,2.91,14.28,0.07,347866.9,3.2
VEH-08612,14.99,0.0667,345536.01,2.74,13.74,0.0728,391981.22,3.18
VEH-08613,14.07,0.0711,530608.55,3.4,12.82,0.078,656519.42,3.72
VEH-08614,14.7,0.068,448701.79,3.31,12.89,0.0776,492200.04,3.71
VEH-08615,13.91,0.0719,384787.34,3.09,12.13,0.0824,434225.33,3.41
VEH-08616,19.38,0.0516,36307.3,1.97,18.15,0.0551,44863.33,2.31
VEH-08617,17.18,0.0582,228346.18,2.76,15.97,0.0626,281269.89,3.28
VEH-08618,13.26,0.0754,655942.38,3.52,12.46,0.0803,728132.95,4.18
VEH-08619,15.76,0.0635,319246.71,2.92,14.98,0.0668,384547.96,3.47
VEH-08620,16.84,0.0594,209108.56,2.57,15.14,0.0661,242267.33,2.85
VEH-08621,14.87,0.0672,472622.18,3.73,13.94,0.0717,558428.35,4.22
VEH-08622,12.08,0.0828,706833.4,3.55,11.24,0.089,876427.05,4.16
VEH-08623,17.66,0.0566,227126.17,2.45,16.48,0.0607,275193.6,2.6
VEH-08624,17.65,0.0567,196629.79,2.9,16.49,0.0606,225477.94,3.45
VEH-08625,14.06,0.0711,420851.58,3.05,13.17,0.0759,467696.88,3.47
VEH-08626,14.75,0.0678,462172.0,3.24,13.52,0.074,574107.45,3.52
VEH-08627,14.05,0.0712,491821.92,2.9,12.33,0.0811,574458.94,3.4
VEH-08628,14.35,0.0697,461231.09,3.34,12.49,0.0801,521143.19,3.73
VEH-08629,14.0,0.0714,542000.81,3.21,13.2,0.0758,620404.56,3.5
VEH-08630,13.75,0.0727,537734.03,3.55,12.48,0.0801,587094.09,4.2
VEH-08631,20.0,0.05,128411.43,2.13,18.04,0.0554,151412.71,2.27
VEH-08632,14.38,0.0695,435306.39,3.25,12.92,0.0774,495352.56,3.84
VEH-08633,18.37,0.0544,153251.43,2.34,16.4,0.061,176820.94,2.71
VEH-08634,11.29,0.0886,863474.85,3.78,10.06,0.0994,1056172.6,4.41
VEH-08635,14.35,0.0697,318392.31,3.08,13.0,0.0769,396338.62,3.54
VEH-08636,15.63,0.064,249422.34,3.03,14.62,0.0684,271412.45,3.41
VEH-08637,15.49,0.0646,478494.5,3.33,14.71,0.068,589593.99,3.7
VEH-08638,13.17,0.0759,552965.62,3.06,12.25,0.0816,600072.76,3.34
VEH-08639,17.32,0.0577,347142.09,2.94,16.51,0.0606,398746.38,3.23
VEH-08640,12.29,0.0814,910721.66,4.27,11.03,0.0907,1057372.52,4.51
VEH-08641,14.56,0.0687,413045.3,2.91,13.55,0.0738,499936.51,3.19
VEH-08642,12.85,0.0778,818686.13,4.32,12.2,0.082,1014396.07,4.78
VEH-08643,14.3,0.0699,449579.91,3.17,12.93,0.0773,559311.46,3.75
VEH-08644,14.79,0.0676,462153.71,3.24,13.05,0.0766,508468.8,3.82
VEH-08645,18.85,0.0531,63216.14,2.31,18.1,0.0552,78033.68,2.66
VEH-08646,16.65,0.0601,173143.36,2.19,15.4,0.0649,197150.02,2.61
VEH-08647,18.29,0.0547,204684.41,2.59,16.29,0.0614,251115.01,2.73
VEH-08648,14.43,0.0693,530693.9,3.49,12.99,0.077,635510.02,4.08
VEH-08649,16.75,0.0597,191843.81,2.77,16.23,0.0616,219405.37,3.06
VEH-08650,13.82,0.0724,578781.12,3.49,12.08,0.0828,702210.38,4.07
VEH-08651,12.99,0.077,653200.87,3.87,11.53,0.0867,726031.29,4.19
VEH-08652,17.24,0.058,164210.55,2.16,15.59,0.0641,189940.46,2.39
VEH-08653,15.39,0.065,492723.27,3.21,13.88,0.072,561084.84,3.5
VEH-08654,13.7,0.073,375605.38,2.67,12.17,0.0822,464177.72,2.96
VEH-08655,16.4,0.061,158630.06,2.26,15.23,0.0657,189776.92,2.63
VEH-08656,16.26,0.0615,248635.11,2.87,14.26,0.0701,309842.39,3.17
VEH-08657,14.8,0.0676,358246.83,2.75,13.53,0.0739,420242.64,3.17
VEH-08658,12.21,0.0819,814489.96,4.02,11.34,0.0882,985973.12,4.54
VEH-08659,14.26,0.0701,672658.22,4.17,12.62,0.0792,777130.41,4.68
VEH-08660,17.13,0.0584,292243.27,3.01,16.31,0.0613,348110.71,3.45
VEH-08661,14.53,0.0688,456375.16,3.25,13.72,0.0729,551493.93,3.79
VEH-08662,14.73,0.0679,342059.91,2.86,13.37,0.0748,417428.78,3.36
VEH-08663,18.62,0.0537,91921.49,2.21,17.13,0.0584,104505.28,2.41
VEH-08664,17.16,0.0583,132775.83,2.22,16.32,0.0613,165683.73,2.51
VEH-08665,14.92,0.067,467795.68,3.17,13.38,0.0747,509867.37,3.79
VEH-08666,16.55,0.0604,153351.59,2.39,15.61,0.0641,168609.66,2.82
VEH-08667,15.63,0.064,399381.68,3.07,14.62,0.0684,442949.34,3.25
VEH-08668,17.49,0.0572,200454.0,2.44,16.24,0.0616,233206.12,2.86
VEH-08669,17.96,0.0557,222920.83,2.72,16.33,0.0612,246640.74,3.01
VEH-08670,15.76,0.0635,346542.28,2.97,14.51,0.0689,392420.94,3.27
VEH-08671,16.86,0.0593,330192.69,3.07,14.9,0.0671,387898.57,3.37
VEH-08672,13.0,0.0769,859378.12,4.64,11.44,0.0874,975282.66,5.41
VEH-08673,14.54,0.0688,564821.6,3.98,13.3,0.0752,688646.75,4.54
VEH-08674,14.02,0.0713,675187.56,3.88,13.24,0.0755,755749.22,4.33
VEH-08675,16.04,0.0623,299190.64,3.0,15.47,0.0646,366611.41,3.52
VEH-08676,12.19,0.082,709583.62,3.52,11.53,0.0867,826179.34,3.96
VEH-08677,18.13,0.0552,236752.04,2.63,16.21,0.0617,280254.3,3.02
VEH-08678,17.17,0.0582,171019.57,2.53,16.41,0.0609,186172.04,2.95
VEH-08679,13.84,0.0723,622318.69,3.58,12.27,0.0815,706514.83,3.81
VEH-08680,16.71,0.0598,142580.67,2.52,14.95,0.0669,158647.98,2.85
VEH-08681,16.62,0.0602,231118.9,2.29,15.25,0.0656,275227.65,2.45
VEH-08682,15.54,0.0644,310434.97,2.84,14.09,0.071,376431.13,3.24
VEH-08683,17.49,0.0572,213972.78,2.38,16.68,0.06,237157.87,2.85
VEH-08684,15.91,0.0629,303085.71,2.68,14.22,0.0703,358885.98,3.12
VEH-08685,18.25,0.0548,179969.87,2.34,17.32,0.0577,198244.12,2.56
VEH-08686,16.87,0.0593,128317.28,2.28,15.34,0.0652,152656.03,2.69
VEH-08687,16.48,0.0607,548655.25,3.57,15.61,0.0641,604766.06,3.79
VEH-08688,16.58,0.0603,275809.63,2.55,15.65,0.0639,336846.71,2.93
VEH-08689,17.69,0.0565,261985.09,2.61,17.08,0.0585,313122.77,3.11
VEH-08690,16.91,0.0591,332451.09,2.87,15.54,0.0644,402927.68,3.13
VEH-08691,11.09,0.0902,928344.61,3.98,10.22,0.0978,1044519.74,4.23
VEH-08692,11.03,0.0907,1177158.45,4.83,9.33,0.1072,1430440.17,5.72
VEH-08693,18.71,0.0534,173839.7,2.32,17.34,0.0577,212500.96,2.7
VEH-08694,13.27,0.0754,527710.88,3.27,12.48,0.0801,574728.45,3.59
VEH-08695,16.89,0.0592,305750.08,3.11,15.62,0.064,351122.73,3.59
VEH-08696,17.6,0.0568,403283.58,3.38,16.72,0.0598,494785.84,3.91
VEH-08697,13.39,0.0747,529775.16,3.35,12.85,0.0778,606547.5,3.89
VEH-08698,14.64,0.0683,521151.02,3.62,13.66,0.0732,644396.47,3.82
VEH-08699,14.61,0.0684,389447.79,3.46,13.45,0.0743,427206.31,4.14
VEH-08700,18.16,0.0551,195515.9,2.41,16.35,0.0612,230702.84,2.65
VEH-08701,19.99,0.05,133313.35,2.45,19.42,0.0515,150440.4,2.86
VEH-08702,11.18,0.0894,884355.25,3.83,10.33,0.0968,1011134.2,4.42
VEH-08703,15.23,0.0657,507723.81,3.59,14.23,0.0703,596640.31,3.82
VEH-08704,18.87,0.053,119549.0,2.01,17.69,0.0565,130814.59,2.22
VEH-08705,17.92,0.0558,265707.73,2.84,17.07,0.0586,303941.35,3.12
VEH-08706,15.53,0.0644,505075.37,3.47,14.28,0.07,553023.32,4.13
VEH-08707,15.66,0.0639,395373.8,3.01,14.82,0.0675,443621.58,3.52
VEH-08708,19.34,0.0517,184682.66,2.58,18.6,0.0538,220246.96,2.99
VEH-08709,15.73,0.0636,425878.97,3.43,14.29,0.07,468828.91,3.82
VEH-08710,20.0,0.05,81746.04,1.84,19.35,0.0517,95649.23,2.0
VEH-08711,16.8,0.0595,250118.84,2.81,15.32,0.0653,301468.94,3.32
VEH-08712,13.25,0.0755,526926.08,3.32,12.6,0.0794,632856.77,3.69
VEH-08713,17.29,0.0578,165590.1,2.4,15.47,0.0646,180822.03,2.65
VEH-08714,14.54,0.0688,566055.07,3.4,12.93,0.0773,657492.79,3.89
VEH-08715,16.2,0.0617,268244.72,2.87,15.36,0.0651,308340.43,3.27
VEH-08716,14.01,0.0714,597822.29,3.73,13.1,0.0763,657230.08,3.99
VEH-08717,17.49,0.0572,204348.27,2.57,15.64,0.0639,250620.05,2.72
VEH-08718,16.62,0.0602,329518.14,3.2,16.03,0.0624,403452.83,3.73
VEH-08719,13.85,0.0722,497386.62,3.45,12.13,0.0824,609750.75,3.72
VEH-08720,13.64,0.0733,685962.04,3.77,12.52,0.0799,741755.59,4.14
VEH-08721,16.76,0.0597,235616.22,2.4,14.77,0.0677,264053.17,2.83
VEH-08722,14.93,0.067,284769.02,2.53,13.85,0.0722,323143.65,2.94
VEH-08723,16.79,0.0596,178795.03,2.32,14.88,0.0672,193796.03,2.47
VEH-08724,15.05,0.0664,479183.6,3.55,14.28,0.07,596371.23,4.13
VEH-08725,17.68,0.0566,182903.59,2.71,17.09,0.0585,198336.78,3.08
VEH-08726,19.54,0.0512,122184.99,2.21,18.39,0.0544,132952.8,2.48
VEH-08727,13.05,0.0766,684186.73,3.98,12.25,0.0816,779375.09,4.35
VEH-08728,12.32,0.0812,599139.29,3.74,10.67,0.0937,684592.58,4.37
VEH-08729,14.53,0.0688,231651.69,2.45,13.21,0.0757,286445.56,2.68
VEH-08730,12.41,0.0806,752023.37,3.72,10.9,0.0917,865948.0,4.24
VEH-08731,16.32,0.0613,183329.98,2.14,15.09,0.0663,209998.96,2.39
VEH-08732,14.11,0.0709,523569.48,3.44,13.41,0.0746,568613.46,3.85
VEH-08733,16.52,0.0605,354304.67,2.92,15.2,0.0658,386726.53,3.33
VEH-08734,16.13,0.062,299932.41,2.99,15.29,0.0654,342674.51,3.31
VEH-08735,16.47,0.0607,294387.67,2.73,14.94,0.0669,365825.48,3.23
VEH-08736,19.47,0.0514,181524.94,2.47,18.75,0.0533,202427.06,2.72
VEH-08737,17.1,0.0585,215369.72,2.77,15.11,0.0662,262600.18,3.23
VEH-08738,17.58,0.0569,80958.46,2.03,17.02,0.0588,91694.49,2.26
VEH-08739,16.01,0.0625,328424.63,2.44,14.47,0.0691,389091.0,2.65
VEH-08740,12.99,0.077,495580.8,3.19,11.02,0.0907,594810.76,3.54
VEH-08741,15.01,0.0666,559050.45,3.83,13.13,0.0762,609874.99,4.17
VEH-08742,17.58,0.0569,152570.19,2.28,15.99,0.0625,183045.33,2.61
VEH-08743,16.01,0.0625,226474.41,2.38,14.49,0.069,269346.66,2.61
VEH-08744,18.21,0.0549,176231.04,2.56,16.29,0.0614,209022.67,2.73
VEH-08745,15.96,0.0627,378203.72,3.29,14.61,0.0684,438861.51,3.61
VEH-08746,17.92,0.0558,278091.65,2.39,17.09,0.0585,318074.81,2.71
VEH-08747,12.85,0.0778,608917.61,3.57,10.94,0.0914,702561.31,4.0
VEH-08748,14.09,0.071,519276.27,3.32,12.29,0.0814,578141.32,3.55
VEH-08749,17.19,0.0582,313515.76,3.15,16.1,0.0621,376002.43,3.69
VEH-08750,17.48,0.0572,197453.41,2.44,15.64,0.0639,222250.9,2.57
VEH-08751,16.07,0.0622,384950.62,2.91,14.56,0.0687,459599.82,3.42
VEH-08752,13.43,0.0745,599788.94,3.65,12.14,0.0824,736470.01,4.37
VEH-08753,16.57,0.0604,248174.37,2.8,15.44,0.0648,307661.42,2.97
VEH-08754,11.73,0.0853,787826.32,3.77,10.58,0.0945,928896.59,4.34
VEH-08755,15.97,0.0626,457125.5,2.94,15.43,0.0648,567387.49,3.46
VEH-08756,16.56,0.0604,241437.91,3.11,15.86,0.0631,264281.6,3.55
VEH-08757,15.59,0.0641,442516.26,3.0,13.82,0.0724,542882.57,3.51
VEH-08758,19.31,0.0518,191046.99,2.95,18.51,0.054,214800.21,3.4
VEH-08759,17.53,0.057,114224.18,2.2,16.43,0.0609,124977.72,2.44
VEH-08760,16.96,0.059,284404.37,2.84,16.33,0.0612,337428.05,2.99
VEH-08761,13.77,0.0726,563503.48,3.47,12.26,0.0816,655083.72,3.94
VEH-08762,10.87,0.092,1299977.94,4.91,10.27,0.0974,1464931.99,5.2
VEH-08763,15.81,0.0633,216893.36,2.69,14.07,0.0711,263005.57,3.04
VEH-08764,15.08,0.0663,512342.94,3.35,14.46,0.0692,637079.54,4.0
VEH-08765,17.95,0.0557,137581.44,2.15,17.02,0.0588,153083.76,2.39
VEH-08766,17.16,0.0583,340739.36,3.05,16.56,0.0604,379358.03,3.22
VEH-08767,13.44,0.0744,611778.79,3.62,11.58,0.0864,673161.98,4.27
VEH-08768,16.23,0.0616,287047.34,3.23,14.81,0.0675,358173.25,3.82
VEH-08769,14.83,0.0674,479393.3,3.16,13.27,0.0754,552873.8,3.35
VEH-08770,16.12,0.062,282521.03,3.01,14.64,0.0683,321264.98,3.61
VEH-08771,17.85,0.056,134387.6,2.29,17.11,0.0584,158050.41,2.47
VEH-08772,16.43,0.0609,349139.96,2.85,14.81,0.0675,423763.34,3.0
VEH-08773,18.8,0.0532,131192.77,2.58,18.1,0.0552,155721.34,2.73
VEH-08774,10.82,0.0924,1117999.66,4.72,10.06,0.0994,1307161.71,5.24
VEH-08775,14.56,0.0687,577078.31,3.42,13.42,0.0745,697841.71,3.78
VEH-08776,14.95,0.0669,435564.85,3.22,13.32,0.0751,537227.38,3.63
VEH-08777,18.36,0.0545,176809.23,2.44,16.76,0.0597,209789.1,2.9
VEH-08778,13.9,0.0719,486936.19,3.3,12.08,0.0828,562453.94,3.94
VEH-08779,15.05,0.0664,405256.95,3.2,14.51,0.0689,468765.11,3.55
VEH-08780,16.01,0.0625,382209.5,2.98,15.08,0.0663,417556.32,3.19
VEH-08781,13.67,0.0732,533512.12,3.5,13.06,0.0766,608324.67,3.9
VEH-08782,17.07,0.0586,248635.98,2.65,16.56,0.0604,282830.35,2.82
VEH-08783,16.64,0.0601,275310.59,2.39,15.88,0.063,336148.59,2.79
VEH-08784,18.84,0.0531,130866.71,2.36,18.2,0.0549,160399.72,2.49
VEH-08785,16.75,0.0597,225458.62,2.77,15.59,0.0641,260478.48,2.98
VEH-08786,19.36,0.0517,243567.99,2.76,18.16,0.0551,289448.63,3.18
VEH-08787,15.35,0.0651,411652.27,2.93,14.75,0.0678,453732.38,3.29
VEH-08788,10.4,0.0962,1341870.16,5.43,9.7,0.1031,1552936.75,5.93
VEH-08789,14.3,0.0699,500101.13,3.12,13.6,0.0735,612113.37,3.7
VEH-08790,13.32,0.0751,613390.7,3.37,12.18,0.0821,674109.85,3.98
VEH-08791,14.64,0.0683,295811.64,3.07,13.27,0.0754,343682.83,3.25
VEH-08792,16.77,0.0596,150695.99,2.1,15.81,0.0633,166145.6,2.41
VEH-08793,18.17,0.055,198039.94,2.49,17.64,0.0567,228926.11,2.77
VEH-08794,14.29,0.07,527029.53,3.39,13.37,0.0748,575258.16,3.79
VEH-08795,17.23,0.058,287374.8,2.51,15.6,0.0641,328237.75,2.72
VEH-08796,15.02,0.0666,422229.5,2.94,13.53,0.0739,526055.15,3.18
VEH-08797,15.38,0.065,528130.33,3.61,14.4,0.0694,634641.87,3.91
VEH-08798,13.07,0.0765,626292.28,3.6,11.33,0.0883,770860.97,3.79
VEH-08799,14.36,0.0696,688089.21,3.67,13.34,0.075,846368.16,4.02
VEH-08800,13.54,0.0739,579799.83,3.4,12.37,0.0808,714135.45,3.61
VEH-08801,13.04,0.0767,675196.06,3.7,12.02,0.0832,763440.35,4.09
VEH-08802,15.37,0.0651,257241.2,2.76,14.03,0.0713,289796.63,3.05
VEH-08803,15.39,0.065,371095.5,3.07,14.5,0.069,424588.92,3.55
VEH-08804,13.73,0.0728,466700.23,3.13,13.04,0.0767,520831.6,3.38
VEH-08805,9.86,0.1014,1451779.93,4.94,8.3,0.1205,1668581.53,5.93
VEH-08806,16.47,0.0607,286057.91,2.76,15.49,0.0646,333882.9,3.31
VEH-08807,16.3,0.0613,241608.16,2.65,15.19,0.0658,276980.89,2.89
VEH-08808,17.15,0.0583,113834.99,1.9,16.6,0.0602,131553.73,2.08
VEH-08809,15.26,0.0655,533855.96,3.42,13.6,0.0735,658419.0,3.74
VEH-08810,13.81,0.0724,654072.71,3.54,12.54,0.0797,712949.1,4.06
VEH-08811,17.69,0.0565,169100.54,2.27,15.72,0.0636,206022.56,2.47
VEH-08812,13.53,0.0739,397536.09,2.88,13.02,0.0768,489164.73,3.18
VEH-08813,17.37,0.0576,158604.31,2.39,16.34,0.0612,172767.11,2.84
VEH-08814,16.89,0.0592,353208.99,3.23,15.53,0.0644,395010.82,3.46
VEH-08815,16.93,0.0591,306907.04,3.01,16.26,0.0615,368380.21,3.26
VEH-08816,14.29,0.07,549543.44,3.64,13.37,0.0748,677090.11,3.86
VEH-08817,17.01,0.0588,327271.86,2.91,16.25,0.0615,372106.88,3.07
VEH-08818,13.32,0.0751,775237.15,4.09,11.96,0.0836,883862.89,4.3
VEH-08819,14.92,0.067,455445.36,3.28,13.65,0.0733,562160.76,3.59
VEH-08820,16.75,0.0597,179262.69,2.46,15.74,0.0635,200796.5,2.72
VEH-08821,10.27,0.0974,1349077.21,4.85,8.52,0.1174,1499916.19,5.3
VEH-08822,16.26,0.0615,358999.73,2.85,14.86,0.0673,428669.76,3.28
VEH-08823,16.93,0.0591,177809.1,2.46,14.95,0.0669,197545.72,2.89
VEH-08824,15.62,0.064,405351.12,2.8,14.11,0.0709,456906.22,3.27
VEH-08825,16.69,0.0599,281895.18,2.62,15.46,0.0647,323906.09,2.85
VEH-08826,10.85,0.0922,891219.93,3.89,8.94,0.1119,976686.79,4.29
VEH-08827,14.39,0.0695,512821.46,3.48,12.41,0.0806,610232.45,3.7
VEH-08828,17.27,0.0579,262184.72,2.74,16.35,0.0612,319663.4,2.98
VEH-08829,15.21,0.0657,403774.73,2.91,13.79,0.0725,492697.54,3.17
VEH-08830,14.75,0.0678,671198.32,3.77,13.49,0.0741,798043.06,4.35
VEH-08831,16.87,0.0593,314408.83,2.99,15.52,0.0644,365082.92,3.37
VEH-08832,13.32,0.0751,656113.83,3.74,12.42,0.0805,747367.83,4.36
VEH-08833,16.97,0.0589,267814.23,2.45,15.48,0.0646,289532.81,2.75
VEH-08834,17.28,0.0579,275660.5,2.67,15.62,0.064,339314.89,3.07
VEH-08835,14.89,0.0672,552473.11,3.55,13.99,0.0715,598715.12,3.77
VEH-08836,12.7,0.0787,718202.38,3.53,12.05,0.083,841288.99,4.04
VEH-08837,15.8,0.0633,373560.66,2.93,14.78,0.0677,414393.42,3.47
VEH-08838,12.81,0.0781,786824.15,3.94,11.72,0.0853,932348.66,4.15
VEH-08839,13.2,0.0758,657316.58,3.93,11.83,0.0845,720373.02,4.36
VEH-08840,15.56,0.0643,360659.77,3.05,14.22,0.0703,423614.98,3.55
VEH-08841,16.13,0.062,443519.84,3.44,15.22,0.0657,538280.25,3.72
VEH-08842,15.2,0.0658,380090.24,3.31,13.91,0.0719,444347.44,3.65
VEH-08843,17.69,0.0565,99417.11,2.1,16.64,0.0601,110317.31,2.33
VEH-08844,19.39,0.0516,179623.76,2.48,18.34,0.0545,212724.76,2.62
VEH-08845,16.36,0.0611,289364.51,3.07,14.66,0.0682,340654.8,3.59
VEH-08846,16.24,0.0616,467126.9,3.31,15.21,0.0657,575153.45,3.48
VEH-08847,15.16,0.066,381440.68,3.12,13.54,0.0739,414305.57,3.57
VEH-08848,17.06,0.0586,283819.25,2.82,15.32,0.0653,341902.29,3.12
VEH-08849,15.24,0.0656,314596.66,2.73,13.34,0.075,362947.23,3.13
VEH-08850,14.7,0.068,598097.33,3.86,12.74,0.0785,691968.79,4.08
VEH-08851,15.92,0.0628,395412.03,3.31,14.56,0.0687,492157.47,3.91
VEH-08852,8.97,0.1115,1749659.2,5.28,7.69,0.13,1996306.23,5.75
VEH-08853,15.22,0.0657,334592.27,2.7,13.29,0.0752,395013.19,3.05
VEH-08854,17.19,0.0582,193908.48,2.71,16.29,0.0614,218063.01,2.94
VEH-08855,16.79,0.0596,238353.65,2.38,15.78,0.0634,272476.53,2.55
VEH-08856,12.27,0.0815,721145.33,3.74,11.39,0.0878,847978.45,4.11
VEH-08857,16.97,0.0589,253192.22,2.44,15.32,0.0653,316320.63,2.75
VEH-08858,16.03,0.0624,309513.67,2.71,15.24,0.0656,364823.7,3.14
VEH-08859,17.27,0.0579,188716.24,2.4,15.6,0.0641,211102.38,2.79
VEH-08860,13.05,0.0766,698122.67,3.98,11.22,0.0891,868457.75,4.73
VEH-08861,18.43,0.0543,177828.66,2.69,17.11,0.0584,200113.01,2.92
VEH-08862,11.92,0.0839,1019772.68,4.81,10.95,0.0913,1202205.98,5.41
VEH-08863,14.04,0.0712,473119.15,3.32,12.41,0.0806,514190.49,3.59
VEH-08864,18.16,0.0551,174108.95,2.82,17.32,0.0577,201409.32,3.36
VEH-08865,18.33,0.0546,49688.13,1.82,17.07,0.0586,61617.54,2.09
VEH-08866,13.72,0.0729,732065.8,4.2,11.94,0.0838,793679.69,4.87
VEH-08867,13.7,0.073,803447.67,4.34,12.96,0.0772,907310.01,4.91
VEH-08868,16.44,0.0608,347218.6,2.95,15.7,0.0637,413185.7,3.5
VEH-08869,11.68,0.0856,743736.65,3.79,10.83,0.0923,892366.48,4.2
